arxiv_id	first_date	first_file	appearances	title
2507.02983	2026-07-20	reports/weekly/2026-W30.md	1	The Devil in the Mask: Jailbreak Attacks on Discrete Diffusion Language Models
2507.06857	2026-07-20	reports/weekly/2026-W30.md	1	The Bitter Lesson for dLLMs: Causal Reasoning Requires Sequential Commitment
2507.09467	2026-07-20	reports/weekly/2026-W30.md	1	Induction in Both Directions: Mechanistic Interpretability of Masked Diffusion LMs
2507.11899	2026-07-20	reports/weekly/2026-W30.md	1	VIPER-MCP: Automated Taint Analysis for MCP Security Vulnerabilities
2607.19317	2026-07-20	reports/weekly/2026-W30.md	1	CircuitKIT: Circuit Discovery, Evaluation, and Application Toolkit
2607.02513	2026-07-21	reports/daily/2026-07-21.md	1	LACUNA: A Testbed for Evaluating Localization Precision for LLM Unlearning
2607.15893	2026-07-21	reports/daily/2026-07-21.md	1	Induction in Both Directions: A Mechanistic Analysis of In-Context Learning in Masked Diffusion Language Models
2607.16693	2026-07-21	reports/daily/2026-07-21.md	1	Are Arithmetic Heuristic Neurons Form-Invariant? A Mechanistic Analysis of Symbols, Text, and Code in LLMs
2607.05743	2026-07-22	reports/daily/2026-07-22.md	1	The Balkanization of Execution-Security Research for AI Coding Agents
2606.19475	2026-07-23	reports/daily/2026-07-23.md	1	Diffusion Language Models: An Experimental Analysis
2607.02714	2026-07-23	reports/daily/2026-07-23.md	2	Not All Refusals Are Equal: How Safety Alignment Fails Cybersecurity at Scale
2607.05381	2026-07-23	reports/daily/2026-07-23.md	1	What Does a Discrete Diffusion Model Learn?
2607.13431	2026-07-23	reports/daily/2026-07-23.md	1	Discrete Diffusion Models: A Unified Framework from Tokenization to Generation
2607.15200	2026-07-23	reports/daily/2026-07-23.md	1	Mask-Aware Policy Gradients for Diffusion Language Models
2607.16872	2026-07-23	reports/daily/2026-07-23.md	1	Trace-Based On-Policy Distillation for Masked Diffusion Language Models
2607.17117	2026-07-23	reports/daily/2026-07-23.md	1	Persistent Sparse Autoencoders: Learning Feature Timescales
2607.17425	2026-07-23	reports/daily/2026-07-23.md	1	Decoder-Preserving Sparse Autoencoders: Which Readouts Survive Sparse Compression?
2607.19686	2026-07-23	reports/daily/2026-07-23.md	1	Multi-Mask Diffusion Language Models for Few-Step Generation
2607.20286	2026-07-23	reports/daily/2026-07-23.md	1	Sound Probabilistic Safety Bounds for Large Language Models
2602.12418	2026-07-24	reports/daily/2026-07-24.md	1	Sparse Autoencoders are Capable LLM Jailbreak Mitigators
2607.19364	2026-07-24	reports/daily/2026-07-24.md	1	Statistically Grounded Sparse-Feature Interventions for Activation-Space Control in Large Language Models
2607.04469	2026-07-25	reports/daily/2026-07-25.md	1	Don't Commit Alone: Joint Token Commitment in Diffusion Large Language Models
2604.09839	2026-07-26	reports/daily/2026-07-26.md	1	Steered LLM Activations are Non-Surjective
2607.11070	2026-07-26	reports/daily/2026-07-26.md	1	MJ: Multi-turn LLM Jailbreaking via Decomposed Credit Assignment
2607.20596	2026-07-26	reports/daily/2026-07-26.md	1	Are Single-Token Sparse Autoencoder Features Causally Necessary? Layer-Depth and SAE-Family Effects
2607.14493	2026-07-28	reports/daily/2026-07-28.md	1	LogInject: Passive Prompt Injection via Security Operations Log Context
2607.15937	2026-07-28	reports/daily/2026-07-28.md	1	The Language of Security: How Prompt Syntax Shapes Code Vulnerability in LLMs
2607.20652	2026-07-28	reports/daily/2026-07-28.md	1	ParityTransformer: Interpretability by Design via the Deep Parity Bottleneck
2607.23710	2026-07-28	reports/daily/2026-07-28.md	1	The Illusion of Secure LLM Code: How Iterative Reprompting Undermines Security
2606.00801	2026-07-29	reports/daily/2026-07-29.md	1	Quality-Diversity Evolution for Discovering Diverse Vulnerabilities in LLM Safety
2606.15054	2026-07-29	reports/daily/2026-07-29.md	1	Size Doesn't Matter: Cosine-Scored Sparse Autoencoders
2606.27732	2026-07-29	reports/daily/2026-07-29.md	1	Bifocal Diffusion Language Models: Asymmetric Bidirectional Context for Parallel Generation
2607.19386	2026-07-29	reports/daily/2026-07-29.md	1	Building Fast, Evaluating Slow: Pipeline Choices Dominate Autointerpretability Score Variance
2601.17958	2026-07-31	reports/daily/2026-07-31.md	1	TensorLens: End-to-End Transformer Analysis via High-Order Attention Tensors
2607.25379	2026-07-31	reports/daily/2026-07-31.md	1	Cyber-Capable AI Agents: Vulnerabilities, Evaluation Containment, and Defensive Response
2607.25880	2026-07-31	reports/daily/2026-07-31.md	1	Stemma: Induced Decision Regions Reveal LLM Provenance
2607.25907	2026-07-31	reports/daily/2026-07-31.md	1	Minimizing Targeted Activations: Input-Only Suppression of Evaluation-Awareness Latents in Large Language Models
2607.26069	2026-07-31	reports/daily/2026-07-31.md	1	AI Security Priorities: A Field-Wide Agenda
2607.26791	2026-07-31	reports/daily/2026-07-31.md	1	SecRespond: Benchmarking AI Agents for Real-World Post-Compromise Incident Response
2607.26820	2026-07-31	reports/daily/2026-07-31.md	1	Forecasting Trajectory-Level Safety Risks in Black-Box Multi-Turn Interactions
2607.27081	2026-07-31	reports/daily/2026-07-31.md	1	On-Policy Distillation for LLM Safety: A Routing Approach to Template-Robust Realignment
2607.27386	2026-07-31	reports/daily/2026-07-31.md	1	Beyond the Bidirectional Promise: Re-evaluating the Robustness of Diffusion Language Models
2607.28617	2026-07-31	reports/daily/2026-07-31.md	1	AISPA: User-Centric System Prompt Auditing for Large Language Model Applications
2605.09397	2026-08-01	reports/daily/2026-08-01.md	1	BadDLM: Backdooring Diffusion Language Models with Diverse Targets
2607.11871	2026-08-01	reports/daily/2026-08-01.md	1	Inside the Unfair Judge: A Mechanistic Interpretability Account of LLM-as-Judge Bias
2607.12166	2026-08-01	reports/daily/2026-08-01.md	1	From Geometric Recovery to Causal Validation: A Reproducible Audit of Sparse Autoencoder Features, from Superposition Geometry to Causal Inertness
2607.24645	2026-08-02	reports/daily/2026-08-02.md	1	Sparse Autoencoders Encode Both Concepts and Functions: The Downstream Geometry of Feature Effects
2607.24964	2026-08-02	reports/daily/2026-08-02.md	1	ALIBI: Adaptive Agentic Attacks on LLM-Based Vulnerability Detectors via Adversarial Code Comments
2607.25270	2026-08-02	reports/daily/2026-08-02.md	1	Where Steering Signals Come From: Activation Source Selection in Activation Steering
2607.26849	2026-08-02	reports/daily/2026-08-02.md	1	ToxScreen: Detecting Whether an LLM Has Been Poisoned
2607.28165	2026-08-02	reports/daily/2026-08-02.md	1	Piggybacking on Perception: Stealthy Concurrent Audio Prompt Injections against Multimodal LLM Agents
2607.28166	2026-08-02	reports/daily/2026-08-02.md	1	Where and When to Commit: Candidate-Aware Decoding for Diffusion Language Models
2601.14004	2026-08-04	reports/daily/2026-08-04.md	1	Locate, Steer, and Improve: A Practical Survey of Actionable Mechanistic Interpretability in Large Language Models
2605.29901	2026-08-04	reports/daily/2026-08-04.md	1	Dissecting the Black Box: Circuit-Level Analysis of LLM Vulnerability Detection
2606.09607	2026-08-04	reports/daily/2026-08-04.md	1	Closure-Validated Circuit Discovery in Attention Heads: Co-activation Proposes, Ablation Disposes
2606.18383	2026-08-04	reports/daily/2026-08-04.md	2	From Sparse Features to Trustworthy Proxies: Certifying SAE-Based Interpretability
2606.20408	2026-08-04	reports/daily/2026-08-04.md	1	NRT-Bench: Benchmarking Multi-Turn Red-Teaming of LLM Operator Agents in Safety-Critical Control Rooms
2607.08349	2026-08-04	reports/daily/2026-08-04.md	1	Certified Interventional Fidelity: Anytime-Valid, Adaptive Evaluation of Causal Claims in Mechanistic Interpretability
2607.08393	2026-08-04	reports/daily/2026-08-04.md	1	Towards Mechanistically Understanding Why Memorized Knowledge Fails to Generalize in LLM Finetuning
2607.12094	2026-08-04	reports/daily/2026-08-04.md	1	Sparse Autoencoders for Interpretable Out-of-Distribution Detection
2607.25479	2026-08-04	reports/daily/2026-08-04.md	1	Architectural Backdoors in Vision-Language Model Supply Chains via Representation Steering
2607.09156	2026-08-05	reports/daily/2026-08-05.md	1	Present but Rescaled: Chat-to-Agent Transfer of Additive Activation Steering
2509.23286	2026-08-06	reports/daily/2026-08-06.md	1	A2D: Any-Order, Any-Step Safety Alignment for Diffusion Language Models
2607.23970	2026-08-06	reports/daily/2026-08-06.md	1	Understanding Machine Unlearning Through the Lens of Mode Connectivity
2604.18756	2026-08-07	reports/daily/2026-08-07.md	1	Towards Understanding the Robustness of Sparse Autoencoders
2608.02632	2026-08-07	reports/daily/2026-08-07.md	1	LLMs Can Annotate Attribution Graphs
2608.02683	2026-08-07	reports/daily/2026-08-07.md	1	S³: Improving Agent Safety through Multi-Stage Defense
2605.08878	2026-08-08	reports/daily/2026-08-08.md	1	Why Do Aligned LLMs Remain Jailbreakable: Refusal-Escape Directions, Operator-Level Sources, and Safety-Utility Trade-off
2606.11817	2026-08-08	reports/daily/2026-08-08.md	1	Grammar-Constrained Decoding Can Jailbreak LLMs into Generating Malicious Code
2607.17890	2026-08-09	reports/daily/2026-08-09.md	1	Stress Testing Concept Erasure with Large Language Model Agents
2608.05578	2026-08-09	reports/daily/2026-08-09.md	1	Detecting Safety Training Modification in Language Models via Activation Analysis
